MD/m ,TVDSS/m ,PP,CP,CP-Time,LCP,FP,PP,CP,CP-Time,LCP,FP,E,Poissons ration,Friction Angle,UCS,Depth Name
,,SG,SG,SG,SG,SG,psi,psi,psi,psi,psi,GPa,/,Friction Angle,SG,
1360,1360,1.04,1.2,1.21,1.67,1.77,2058,2365.6,2385.4,3290.5,3500.6,5.03,0.23,44.31,11.88,MMC’
1362,1362,1.04,1.2,1.21,1.67,1.78,2061.1,2374.4,2394.2,3295.9,3506.4,5,0.23,44.33,11.66,MMC’
1364,1364,1.04,1.2,1.21,1.67,1.78,2064.3,2375.5,2395.3,3301.2,3512.1,5.03,0.23,44.31,11.81,MMC’
1366,1366,1.04,1.2,1.21,1.67,1.78,2067.5,2380.3,2400.1,3306.6,3517.9,5.03,0.23,44.32,11.79,MMC’
1368,1368,1.04,1.2,1.21,1.67,1.78,2070.7,2379.3,2399.1,3311.9,3523.7,5.08,0.23,44.29,12.04,MMC’
1370,1370,1.04,1.2,1.21,1.67,1.78,2073.8,2387.5,2407.4,3317.3,3529.5,5.06,0.23,44.31,11.85,MMC’
1372,1372,1.04,1.2,1.21,1.67,1.78,2077,2396.2,2416,3322.6,3535.2,5.03,0.23,44.33,11.63,MMC’
1374,1374,1.04,1.2,1.21,1.67,1.78,2080.2,2389.9,2409.8,3327.9,3540.9,5.11,0.23,44.28,12.14,MMC’
1376,1376,1.04,1.2,1.21,1.67,1.78,2083.4,2398.1,2418,3333.1,3546.6,5.09,0.23,44.3,11.95,MMC’
1378,1378,1.04,1.21,1.22,1.67,1.78,2086.6,2422,2442,3338.4,3552.2,4.95,0.23,44.4,10.98,MMC’
1380,1380,1.04,1.2,1.21,1.67,1.78,2089.7,2405.7,2425.8,3343.5,3557.8,5.1,0.23,44.3,11.98,MMC’
1382,1382,1.04,1.2,1.21,1.67,1.78,2092.9,2411.7,2431.8,3348.9,3563.5,5.1,0.23,44.3,11.89,MMC’
1384,1384,1.04,1.2,1.21,1.67,1.78,2096.1,2413.4,2433.5,3354.2,3569.3,5.12,0.23,44.29,12.02,MMC’
1386,1386,1.04,1.2,1.21,1.67,1.78,2099.3,2416.2,2436.3,3359.5,3575,5.14,0.23,44.28,12.09,MMC’
1388,1388,1.04,1.2,1.21,1.67,1.78,2102.5,2412,2432.1,3364.9,3580.8,5.2,0.23,44.24,12.5,MMC’
1390,1390,1.04,1.21,1.22,1.67,1.78,2105.6,2442.8,2463,3370.2,3586.6,5.02,0.23,44.38,11.2,MMC’
1392,1392,1.04,1.2,1.21,1.67,1.78,2108.8,2421.3,2441.5,3375.5,3592.2,5.21,0.23,44.24,12.45,MMC’
1394,1394,1.04,1.2,1.21,1.67,1.78,2112,2429,2449.3,3380.8,3598,5.19,0.23,44.26,12.28,MMC’
1396,1396,1.04,1.2,1.21,1.67,1.78,2115.2,2436.7,2457,3386.2,3603.8,5.17,0.23,44.28,12.12,MMC’
1398,1398,1.04,1.2,1.21,1.67,1.78,2118.4,2435.4,2455.6,3391.5,3609.5,5.22,0.23,44.25,12.39,MMC’
1400,1400,1.04,1.2,1.21,1.67,1.78,2121.6,2442.2,2462.5,3396.8,3615.3,5.21,0.23,44.26,12.26,MMC’
1402,1402,1.04,1.2,1.21,1.67,1.78,2124.9,2441.3,2461.6,3402.3,3621.1,5.25,0.23,44.24,12.52,MMC’
1404,1404,1.05,1.2,1.21,1.67,1.78,2128.2,2450.6,2470.9,3407.7,3627,5.22,0.23,44.26,12.28,MMC’
1406,1406,1.05,1.2,1.21,1.67,1.78,2131.5,2450.2,2470.6,3413.2,3632.9,5.26,0.23,44.24,12.51,MMC’
1408,1408,1.05,1.2,1.21,1.67,1.78,2134.8,2454.8,2475.2,3418.6,3638.7,5.26,0.23,44.24,12.5,MMC’
1410,1410,1.05,1.2,1.21,1.67,1.78,2138.2,2461.1,2481.6,3424.1,3644.6,5.25,0.23,44.25,12.4,MMC’
1412,1412,1.05,1.2,1.21,1.67,1.78,2141.5,2460.8,2481.3,3429.6,3650.5,5.29,0.23,44.23,12.63,MMC’
1414,1414,1.05,1.2,1.21,1.67,1.78,2144.8,2466.4,2486.9,3435,3656.4,5.29,0.23,44.23,12.57,MMC’
1416,1416,1.05,1.2,1.21,1.68,1.78,2148.1,2474.2,2494.7,3440.5,3662.2,5.27,0.23,44.25,12.4,MMC’
1418,1418,1.05,1.2,1.21,1.68,1.78,2151.4,2474.4,2494.9,3445.9,3668.1,5.3,0.23,44.23,12.6,MMC’
1420,1420,1.05,1.2,1.21,1.68,1.78,2154.8,2478.1,2498.7,3451.4,3674,5.31,0.23,44.22,12.63,MMC’
1422,1422,1.05,1.2,1.21,1.68,1.78,2158.1,2478.3,2498.9,3456.9,3679.8,5.35,0.23,44.2,12.84,MMC’
1424,1424,1.05,1.2,1.21,1.68,1.78,2161.4,2484.8,2505.5,3462.4,3685.7,5.34,0.23,44.21,12.73,MMC’
1426,1426,1.05,1.2,1.21,1.68,1.78,2164.7,2486.2,2506.9,3467.8,3691.6,5.36,0.23,44.2,12.87,MMC’
1428,1428,1.05,1.21,1.22,1.68,1.79,2168.1,2497,2517.7,3473.4,3697.6,5.33,0.23,44.23,12.56,MMC’
1430,1430,1.05,1.2,1.21,1.68,1.79,2171.4,2495.8,2516.6,3478.9,3703.5,5.37,0.23,44.2,12.83,MMC’
1432,1432,1.05,1.21,1.22,1.68,1.79,2174.7,2502.8,2523.6,3484.3,3709.4,5.36,0.23,44.22,12.71,MMC’
1434,1434,1.05,1.2,1.21,1.68,1.79,2178.1,2505.7,2526.5,3489.8,3715.3,5.37,0.23,44.21,12.78,MMC’
1436,1436,1.05,1.21,1.22,1.68,1.79,2181.4,2513,2533.8,3495.3,3721.2,5.36,0.23,44.22,12.64,MMC’
1438,1438,1.05,1.2,1.21,1.68,1.79,2184.7,2511.4,2532.2,3500.8,3727,5.41,0.23,44.19,12.93,MMC’
1440,1440,1.05,1.21,1.22,1.68,1.79,2188.1,2520.3,2541.2,3506.2,3732.9,5.38,0.23,44.22,12.7,MMC’
1442,1442,1.05,1.21,1.22,1.68,1.79,2191.4,2521.1,2542,3511.7,3738.8,5.41,0.23,44.2,12.88,MMC’
1444,1444,1.05,1.21,1.22,1.68,1.79,2194.7,2524.4,2545.4,3517.2,3744.7,5.42,0.23,44.19,12.93,MMC’
1446,1446,1.05,1.21,1.22,1.68,1.79,2198.1,2529.9,2550.9,3522.6,3750.6,5.42,0.23,44.2,12.87,MMC’
1448,1448,1.05,1.21,1.22,1.68,1.79,2201.4,2531.5,2552.5,3528.1,3756.4,5.44,0.23,44.18,13.01,MMC’
1450,1450,1.05,1.21,1.22,1.68,1.79,2204.7,2537.2,2558.2,3533.6,3762.3,5.44,0.23,44.19,12.95,MMC’
1452,1452,1.05,1.21,1.22,1.68,1.79,2208.1,2543.2,2564.2,3539.1,3768.2,5.44,0.23,44.2,12.87,MMC’
1454,1454,1.05,1.21,1.22,1.68,1.79,2211.4,2544.4,2565.5,3544.5,3774.1,5.46,0.23,44.18,13.02,MMC’
1456,1456,1.05,1.22,1.23,1.68,1.79,2214.8,2571,2592.1,3550,3780,5.31,0.23,44.3,11.93,MMC’
1458,1458,1.05,1.21,1.22,1.68,1.79,2218.1,2553.4,2574.6,3555.4,3785.8,5.47,0.23,44.18,13,MMC’
1460,1460,1.05,1.21,1.22,1.68,1.79,2221.5,2553.4,2574.6,3560.9,3791.6,5.51,0.23,44.16,13.22,MMC’
1462,1462,1.05,1.21,1.22,1.68,1.79,2224.8,2557.9,2579.1,3566.4,3797.5,5.51,0.22,44.16,13.21,MMC’
1464,1464,1.05,1.21,1.22,1.68,1.79,2228.2,2571.7,2592.9,3571.9,3803.5,5.45,0.22,44.21,12.75,MMC’
1466,1466,1.05,1.21,1.22,1.68,1.79,2231.5,2568.7,2589.9,3577.3,3809.3,5.51,0.22,44.17,13.11,MMC’
1468,1468,1.05,1.21,1.22,1.68,1.79,2234.9,2573.3,2594.5,3582.7,3815.1,5.51,0.22,44.17,13.1,MMC’
1470,1470,1.05,1.21,1.22,1.68,1.79,2238.2,2574.5,2595.9,3588.1,3820.9,5.54,0.22,44.16,13.25,MMC’
1472,1472,1.05,1.21,1.22,1.68,1.79,2241.6,2580.5,2601.9,3593.6,3826.9,5.53,0.22,44.17,13.18,MMC’
1474,1474,1.05,1.21,1.22,1.68,1.79,2244.9,2584,2605.4,3599.1,3832.7,5.54,0.22,44.16,13.22,MMC’
1476,1476,1.05,1.21,1.22,1.68,1.79,2248.3,2587.2,2608.7,3604.6,3838.6,5.56,0.22,44.15,13.28,MMC’
1478,1478,1.05,1.21,1.22,1.68,1.79,2251.6,2586.9,2608.4,3610.1,3844.5,5.6,0.22,44.13,13.51,MMC’
1480,1480,1.05,1.21,1.22,1.68,1.79,2255,2597,2618.5,3615.6,3850.5,5.56,0.22,44.16,13.23,MMC’
1482,1482,1.05,1.21,1.22,1.68,1.79,2258.3,2602.7,2624.2,3621.2,3856.5,5.56,0.22,44.17,13.16,MMC’
1484,1484,1.05,1.21,1.22,1.68,1.79,2261.7,2607.2,2628.7,3626.7,3862.4,5.56,0.22,44.17,13.16,MMC’
1486,1486,1.05,1.22,1.23,1.69,1.79,2265.1,2621.1,2642.7,3632.1,3868.2,5.5,0.22,44.22,12.69,MMC’
1488,1488,1.05,1.22,1.23,1.69,1.8,2268.4,2633.9,2655.5,3637.5,3874,5.44,0.22,44.26,12.28,MMC’
1490,1490,1.05,1.23,1.24,1.69,1.8,2271.8,2647.7,2669.3,3642.8,3879.6,5.38,0.22,44.31,11.81,MMC’
1492,1492,1.05,1.24,1.25,1.69,1.8,2275.1,2680.6,2702.2,3648.1,3885.3,5.16,0.22,44.47,10.38,MMC’
1494,1494,1.05,1.23,1.24,1.69,1.8,2278.5,2670.8,2692.4,3653.2,3890.8,5.28,0.22,44.39,11.08,MMC’
1496,1496,1.05,1.24,1.25,1.69,1.8,2281.8,2696.5,2718.2,3658.4,3896.3,5.11,0.22,44.51,10,MMC’
1498,1498,1.05,1.24,1.25,1.69,1.8,2285.2,2685.7,2707.5,3663.3,3901.5,5.23,0.22,44.43,10.75,MMC’
1500,1500,1.05,1.24,1.25,1.69,1.8,2288.5,2704.4,2726.2,3668.3,3906.9,5.12,0.22,44.5,10.02,MMC’
1502,1502,1.05,1.21,1.22,1.69,1.8,2291.9,2626.4,2648.1,3673.5,3912.4,5.74,0.22,44.07,14.09,MMC’
1504,1504,1.05,1.21,1.22,1.69,1.8,2295.3,2638.7,2660.5,3678.8,3918.1,5.69,0.22,44.11,13.7,MMC’
1506,1506,1.05,1.21,1.22,1.69,1.8,2298.6,2641.4,2663.3,3684.3,3924.1,5.7,0.22,44.1,13.79,MMC’
1508,1508,1.05,1.21,1.22,1.69,1.8,2302,2640.7,2662.6,3689.9,3930,5.74,0.22,44.07,14.04,MMC’
1510,1510,1.05,1.21,1.22,1.69,1.8,2305.4,2652.7,2674.6,3695.4,3935.9,5.7,0.22,44.11,13.67,MMC’
1512,1512,1.05,1.21,1.22,1.69,1.8,2308.8,2656.1,2678.1,3700.9,3941.8,5.71,0.22,44.11,13.71,MMC’
1514,1514,1.05,1.22,1.23,1.69,1.8,2312.1,2689.7,2711.7,3706.4,3947.8,5.51,0.22,44.26,12.28,MMC’
1516,1516,1.05,1.22,1.23,1.69,1.8,2315.5,2686.7,2708.7,3711.7,3953.4,5.56,0.22,44.22,12.64,MMC’
1518,1518,1.05,1.21,1.22,1.69,1.8,2318.9,2664.2,2686.2,3717.1,3959.2,5.76,0.22,44.08,13.96,MMC’
1520,1520,1.05,1.22,1.23,1.69,1.8,2322.3,2679.3,2701.4,3722.5,3965.1,5.69,0.22,44.14,13.44,MMC’
1522,1522,1.05,1.21,1.22,1.69,1.8,2325.6,2667.1,2689.2,3728,3971,5.81,0.22,44.05,14.25,MMC’
1524,1524,1.05,1.21,1.22,1.69,1.8,2329,2672.1,2694.2,3733.6,3977,5.81,0.22,44.05,14.22,MMC’
1526,1526,1.05,1.21,1.22,1.69,1.8,2332.4,2676.7,2698.8,3739.1,3983,5.82,0.22,44.05,14.21,MMC’
1528,1528,1.05,1.22,1.23,1.69,1.8,2335.8,2713.2,2735.4,3744.7,3988.9,5.59,0.22,44.22,12.64,MMC’
1530,1530,1.05,1.21,1.22,1.69,1.8,2339.2,2694.4,2716.6,3750,3994.6,5.76,0.22,44.1,13.77,MMC’
1532,1532,1.05,1.21,1.22,1.69,1.8,2342.6,2681.8,2704,3755.5,4000.5,5.89,0.22,44.01,14.61,MMC’
1534,1534,1.05,1.21,1.22,1.69,1.8,2346,2687.9,2710.2,3761.1,4006.6,5.88,0.22,44.02,14.52,MMC’
1536,1536,1.05,1.21,1.22,1.69,1.8,2349.4,2687.7,2709.9,3766.7,4012.6,5.92,0.22,43.99,14.76,MMC’
1538,1538,1.05,1.21,1.22,1.69,1.8,2352.8,2696.7,2719,3772.3,4018.6,5.89,0.22,44.02,14.53,MMC’
1540,1540,1.05,1.21,1.22,1.69,1.8,2356.1,2693.7,2716.1,3777.9,4024.7,5.95,0.22,43.98,14.89,MMC’
1542,1542,1.06,1.21,1.22,1.69,1.8,2359.5,2710.8,2733.2,3783.5,4030.7,5.87,0.22,44.05,14.28,MMC’
1544,1544,1.06,1.22,1.23,1.69,1.8,2362.9,2725,2747.4,3789.1,4036.6,5.81,0.22,44.1,13.8,MMC’
1546,1546,1.06,1.22,1.23,1.69,1.8,2366.3,2728.8,2751.3,3794.5,4042.5,5.82,0.22,44.09,13.83,MMC’
1548,1548,1.06,1.21,1.22,1.69,1.8,2369.7,2727.9,2750.4,3800,4048.4,5.86,0.22,44.07,14.1,MMC’
1550,1550,1.06,1.21,1.22,1.69,1.8,2373.1,2727.3,2749.8,3805.5,4054.3,5.9,0.22,44.04,14.34,MMC’
1552,1552,1.06,1.22,1.23,1.69,1.8,2376.5,2735.6,2758.1,3811.1,4060.3,5.88,0.22,44.06,14.16,MMC’
1554,1554,1.06,1.22,1.23,1.69,1.8,2379.9,2745.5,2768,3816.5,4066.2,5.84,0.22,44.09,13.89,MMC’
1556,1556,1.06,1.21,1.22,1.69,1.8,2383.3,2739.3,2761.9,3822,4072,5.92,0.22,44.03,14.4,MMC’
1558,1558,1.06,1.21,1.22,1.69,1.8,2386.7,2743.1,2765.7,3827.6,4078,5.93,0.22,44.03,14.44,MMC’
1560,1560,1.06,1.21,1.22,1.69,1.81,2390.1,2735.9,2758.5,3833.1,4084,6.02,0.22,43.97,15,MMC’
1562,1562,1.06,1.21,1.22,1.69,1.81,2393.5,2751.2,2773.9,3838.7,4090,5.95,0.22,44.02,14.47,MMC’
1564,1564,1.06,1.21,1.22,1.69,1.81,2397,2753.4,2776.1,3844.2,4095.9,5.97,0.22,44.01,14.58,MMC’
1566,1566,1.06,1.21,1.22,1.69,1.81,2400.4,2753.7,2776.4,3849.8,4101.9,6.01,0.22,43.99,14.79,MMC’
1568,1568,1.06,1.22,1.23,1.7,1.81,2403.8,2772,2794.7,3855.3,4107.9,5.91,0.22,44.06,14.11,MMC’
1570,1570,1.06,1.22,1.23,1.7,1.81,2407.2,2775,2797.8,3860.8,4113.7,5.93,0.22,44.06,14.18,MMC’
1572,1572,1.06,1.22,1.23,1.7,1.81,2410.6,2775.4,2798.2,3866.3,4119.6,5.96,0.22,44.03,14.38,MMC’
1574,1574,1.06,1.21,1.22,1.7,1.81,2414,2773.6,2796.4,3871.8,4125.6,6.01,0.22,44,14.69,MMC’
1576,1576,1.06,1.21,1.22,1.7,1.81,2417.4,2773.1,2796,3877.4,4131.5,6.05,0.22,43.98,14.92,MMC’
1578,1578,1.06,1.21,1.22,1.7,1.81,2420.8,2773.5,2796.3,3883,4137.6,6.09,0.22,43.95,15.13,MMC’
1580,1580,1.06,1.21,1.22,1.7,1.81,2424.3,2781.8,2804.7,3888.6,4143.6,6.06,0.22,43.97,14.94,MMC’
1582,1582,1.06,1.21,1.22,1.7,1.81,2427.7,2785.7,2808.7,3894.2,4149.6,6.07,0.22,43.97,14.97,MMC’
1584,1584,1.06,1.21,1.22,1.7,1.81,2431.1,2786.1,2809.1,3899.7,4155.6,6.11,0.22,43.95,15.17,MMC’
1586,1586,1.06,1.21,1.22,1.7,1.81,2434.5,2787.8,2810.8,3905.3,4161.6,6.13,0.22,43.93,15.3,MMC’
1588,1588,1.06,1.21,1.22,1.7,1.81,2438,2787.9,2811,3911,4167.7,6.17,0.22,43.91,15.51,MMC’
1590,1590,1.06,1.21,1.22,1.7,1.81,2441.4,2792.6,2815.7,3916.6,4173.7,6.17,0.22,43.91,15.51,MMC’
1592,1592,1.06,1.22,1.23,1.7,1.81,2444.8,2809.5,2832.6,3922.3,4179.8,6.09,0.22,43.98,14.91,MMC’
1594,1594,1.06,1.22,1.23,1.7,1.81,2448.2,2824.3,2847.4,3927.8,4185.8,6.02,0.22,44.03,14.4,MMC’
1596,1596,1.06,1.21,1.22,1.7,1.81,2451.7,2808.8,2831.9,3933.3,4191.7,6.17,0.22,43.93,15.37,MMC’
1598,1598,1.06,1.21,1.22,1.7,1.81,2455.1,2807.1,2830.2,3938.9,4197.8,6.22,0.22,43.89,15.68,MMC’
1600,1600,1.04,1.2,1.21,1.69,1.81,2424.6,2790,2813.2,3930.5,4193.3,6.2,0.22,43.91,15.53,MMC’
1602,1602,1.04,1.2,1.21,1.69,1.81,2427.8,2797.3,2820.5,3936.1,4199.3,6.19,0.22,43.92,15.39,MMC’
1604,1604,1.04,1.21,1.22,1.69,1.81,2431,2818.9,2842.1,3941.5,4205.2,6.07,0.22,44.02,14.55,MMC’
1606,1606,1.05,1.15,1.16,1.69,1.81,2434.2,2677.5,2700.8,3946.9,4211,7,0.22,43.25,21.47,MMC’
1608,1608,1.05,1.17,1.18,1.7,1.81,2437.5,2718.8,2742.1,3953.4,4218.1,6.8,0.22,43.44,19.78,MMC’
1610,1610,1.05,1.14,1.15,1.7,1.81,2440.7,2666.3,2689.6,3959.6,4224.8,7.13,0.22,43.14,22.42,MMC’
1612,1612,1.05,1.14,1.15,1.7,1.81,2444,2657.7,2681.1,3966,4231.9,7.21,0.22,43.07,23.04,MMC’
1614,1614,1.05,1.15,1.16,1.7,1.81,2447.2,2684.3,2707.7,3972.5,4239,7.1,0.22,43.18,22.05,MMC’
1616,1616,1.05,1.18,1.19,1.7,1.81,2450.4,2756.6,2780,3978.7,4245.8,6.71,0.22,43.54,18.9,MMC’
1618,1618,1.05,1.23,1.24,1.7,1.81,2453.7,2885.2,2908.6,3984.7,4252.4,5.87,0.22,44.2,12.88,MMC’
1620,1620,1.05,1.22,1.23,1.7,1.81,2456.9,2872,2895.5,3989.8,4257.8,6.01,0.22,44.1,13.75,MMC’
1622,1622,1.05,1.21,1.22,1.7,1.81,2460.1,2838.3,2861.8,3995.1,4263.6,6.28,0.22,43.9,15.61,MMC’
1624,1624,1.05,1.21,1.22,1.7,1.81,2463.3,2856.2,2879.8,4000.7,4269.5,6.19,0.22,43.97,14.94,MMC’
1626,1626,1.05,1.22,1.23,1.7,1.81,2466.5,2888,2911.6,4005.9,4275.2,6,0.22,44.12,13.59,MMC’
1628,1628,1.05,1.2,1.21,1.7,1.81,2469.7,2845.2,2868.8,4011.2,4280.9,6.34,0.22,43.87,15.9,MMC’
1630,1630,1.05,1.2,1.21,1.7,1.81,2473,2833.6,2857.3,4016.8,4286.9,6.45,0.22,43.78,16.67,MMC’
1632,1632,1.05,1.2,1.21,1.7,1.81,2476.2,2852.3,2875.9,4022.4,4293,6.36,0.22,43.86,15.98,MMC’
1634,1634,1.05,1.2,1.21,1.7,1.81,2479.4,2852.4,2876.1,4028,4299,6.4,0.22,43.84,16.19,MMC’
1636,1636,1.05,1.21,1.22,1.7,1.81,2482.6,2864.8,2888.5,4033.5,4305,6.35,0.22,43.88,15.8,MMC’
1638,1638,1.05,1.22,1.23,1.7,1.81,2485.9,2895.5,2919.3,4039,4310.9,6.17,0.22,44.02,14.5,MMC’
1640,1640,1.05,1.21,1.22,1.7,1.81,2489.1,2868.4,2892.2,4044.3,4316.7,6.39,0.22,43.85,16.04,MMC’
1642,1642,1.05,1.2,1.21,1.7,1.82,2492.3,2849.8,2873.7,4049.9,4322.7,6.55,0.22,43.73,17.15,MMC’
1644,1644,1.05,1.21,1.22,1.7,1.82,2495.5,2895.3,2919.1,4055.6,4328.9,6.28,0.22,43.95,15.16,MMC’
1646,1646,1.05,1.2,1.21,1.7,1.82,2498.8,2863.5,2887.4,4061.1,4334.8,6.53,0.22,43.76,16.91,MMC’
1648,1648,1.05,1.2,1.21,1.7,1.82,2502,2863.6,2887.5,4066.7,4340.9,6.57,0.22,43.73,17.13,MMC’
1650,1650,1.05,1.2,1.21,1.7,1.82,2505.2,2865.2,2889.1,4072.4,4347.1,6.59,0.22,43.72,17.26,MMC’
1652,1652,1.05,1.2,1.21,1.7,1.82,2508.5,2881.6,2905.6,4078.1,4353.2,6.52,0.22,43.78,16.69,MMC’
1654,1654,1.05,1.2,1.21,1.7,1.82,2511.7,2877,2901,4083.7,4359.3,6.58,0.22,43.73,17.12,MMC’
1656,1656,1.05,1.2,1.21,1.7,1.82,2514.9,2889.8,2913.8,4089.4,4365.5,6.53,0.22,43.78,16.72,MMC’
1658,1658,1.05,1.21,1.22,1.7,1.82,2518.2,2910.9,2934.9,4094.9,4371.5,6.42,0.22,43.87,15.91,MMC’
1660,1660,1.05,1.2,1.21,1.7,1.82,2521.4,2897.2,2921.3,4100.5,4377.5,6.55,0.22,43.77,16.78,MMC’
1662,1662,1.05,1.2,1.21,1.7,1.82,2524.6,2896.5,2920.6,4106.1,4383.6,6.59,0.22,43.74,17.03,MMC’
1664,1664,1.05,1.21,1.22,1.7,1.82,2527.9,2909.8,2933.9,4111.7,4389.7,6.54,0.22,43.79,16.6,MMC’
1666,1666,1.05,1.2,1.21,1.7,1.82,2531.1,2901.4,2925.5,4117.3,4395.7,6.63,0.22,43.72,17.22,MMC’
1668,1668,1.05,1.2,1.21,1.7,1.82,2534.3,2906,2930.2,4123,4401.9,6.64,0.22,43.72,17.21,MMC’
1670,1670,1.05,1.22,1.23,1.7,1.82,2537.6,2944.5,2968.7,4128.5,4407.9,6.41,0.22,43.91,15.56,MMC’
1672,1672,1.05,1.21,1.22,1.7,1.82,2540.8,2938.6,2962.9,4133.9,4413.7,6.48,0.22,43.85,16.05,MMC’
1674,1674,1.05,1.21,1.22,1.7,1.82,2544,2942.1,2966.4,4139.5,4419.7,6.49,0.22,43.85,16.1,MMC’
1676,1676,1.05,1.2,1.21,1.71,1.82,2547.3,2927.8,2952.1,4145,4425.6,6.63,0.22,43.75,17,MMC’
1678,1678,1.05,1.2,1.21,1.71,1.82,2550.5,2927.6,2952,4150.6,4431.7,6.66,0.22,43.72,17.23,MMC’
1680,1680,1.05,1.21,1.22,1.71,1.82,2553.8,2938.2,2962.6,4156.2,4437.8,6.63,0.22,43.76,16.93,MMC’
1682,1682,1.05,1.21,1.22,1.71,1.82,2557,2950.5,2974.9,4161.8,4443.8,6.58,0.22,43.8,16.54,MMC’
1684,1684,1.05,1.21,1.22,1.71,1.82,2560.2,2960.8,2985.3,4167.3,4449.8,6.54,0.22,43.83,16.25,MMC’
1686,1686,1.05,1.21,1.22,1.71,1.82,2563.5,2960.9,2985.4,4172.8,4455.7,6.58,0.22,43.81,16.46,MMC’
1688,1688,1.05,1.21,1.22,1.71,1.82,2566.7,2963.6,2988.1,4178.3,4461.7,6.6,0.22,43.8,16.54,MMC’
1690,1690,1.05,1.21,1.22,1.71,1.82,2569.9,2975.7,3000.2,4183.8,4467.6,6.55,0.22,43.84,16.17,MMC’
1692,1692,1.05,1.21,1.22,1.71,1.82,2573.2,2969.4,2993.9,4189.3,4473.5,6.63,0.22,43.78,16.69,MMC’
1694,1694,1.05,1.2,1.21,1.71,1.82,2576.4,2959.3,2983.9,4194.8,4479.5,6.73,0.22,43.7,17.39,MMC’
1696,1696,1.05,1.2,1.21,1.71,1.82,2579.7,2962.4,2987,4200.5,4485.7,6.74,0.22,43.7,17.45,MMC’
1698,1698,1.05,1.21,1.22,1.71,1.82,2582.9,2968.4,2993.1,4206.1,4491.7,6.74,0.22,43.71,17.38,MMC’
1700,1700,1.05,1.2,1.21,1.71,1.82,2586.2,2964.8,2989.4,4211.7,4497.8,6.8,0.22,43.66,17.77,MMC’
1702,1702,1.05,1.21,1.22,1.71,1.82,2589.4,2985.5,3010.1,4217.3,4503.9,6.7,0.22,43.75,16.98,MMC’
1704,1704,1.05,1.21,1.22,1.71,1.82,2592.7,2982.9,3007.6,4222.9,4510,6.75,0.22,43.71,17.32,MMC’
1706,1706,1.05,1.21,1.22,1.71,1.83,2595.9,3003.5,3028.2,4228.5,4516,6.64,0.22,43.8,16.53,MMC’
1708,1708,1.05,1.22,1.23,1.71,1.83,2599.2,3012.2,3037,4234,4522,6.62,0.22,43.82,16.32,MMC’
1710,1710,1.05,1.21,1.22,1.71,1.83,2602.4,3003.5,3028.3,4239.5,4527.8,6.71,0.22,43.75,16.96,MMC’
1712,1712,1.05,1.21,1.22,1.71,1.83,2605.6,2992.3,3017.2,4245,4533.8,6.82,0.22,43.67,17.71,MMC’
1714,1714,1.05,1.2,1.21,1.71,1.83,2608.9,2993.8,3018.7,4250.6,4539.9,6.85,0.22,43.65,17.85,MMC’
1716,1716,1.05,1.21,1.22,1.71,1.83,2612.1,3007.9,3032.8,4256.2,4546,6.79,0.22,43.7,17.39,MMC’
1718,1718,1.05,1.21,1.22,1.71,1.83,2615.4,3020,3044.9,4261.8,4552,6.74,0.22,43.75,17.01,MMC’
1720,1720,1.05,1.21,1.22,1.71,1.83,2618.6,3022.3,3047.3,4267.4,4558,6.76,0.22,43.73,17.11,MMC’
1722,1722,1.05,1.21,1.22,1.71,1.83,2621.9,3029.6,3054.6,4272.9,4564.1,6.75,0.22,43.75,16.97,MMC’
1724,1724,1.05,1.21,1.22,1.71,1.83,2625.1,3031.8,3056.8,4278.4,4570,6.77,0.22,43.74,17.08,MMC’
1726,1726,1.05,1.21,1.22,1.71,1.83,2628.4,3034.6,3059.6,4284,4576,6.78,0.22,43.73,17.16,MMC’
1728,1728,1.05,1.21,1.22,1.71,1.83,2631.6,3043.9,3068.9,4289.5,4582,6.76,0.22,43.76,16.92,MMC’
1730,1730,1.05,1.21,1.22,1.71,1.83,2634.9,3024.9,3050,4295.1,4588,6.92,0.22,43.63,18.06,MMC’
1732,1732,1.05,1.22,1.23,1.71,1.83,2638.2,3073.9,3099,4300.7,4594.1,6.62,0.22,43.87,15.88,MMC’
1734,1734,1.05,1.22,1.23,1.71,1.83,2641.4,3070.7,3095.8,4306,4599.8,6.67,0.22,43.83,16.25,MMC’
1736,1736,1.05,1.21,1.22,1.71,1.83,2644.7,3037.5,3062.7,4311.6,4605.8,6.94,0.22,43.63,18.08,MMC’
1738,1738,1.05,1.22,1.23,1.71,1.83,2647.9,3064.4,3089.6,4317.2,4611.9,6.79,0.22,43.75,16.99,MMC’
1740,1740,1.05,1.23,1.24,1.71,1.83,2651.2,3104.9,3130.1,4322.6,4617.7,6.53,0.22,43.94,15.21,MMC’
1742,1742,1.05,1.24,1.25,1.71,1.83,2654.4,3131.5,3156.7,4327.7,4623.2,6.37,0.22,44.07,14.1,MMC’
1744,1744,1.05,1.24,1.25,1.71,1.83,2657.6,3137.6,3162.9,4332.8,4628.7,6.36,0.22,44.08,14,MMC’
1746,1746,1.05,1.22,1.23,1.71,1.83,2660.9,3101.7,3127,4337.9,4634.2,6.66,0.22,43.86,15.99,MMC’
1748,1748,1.05,1.22,1.23,1.71,1.83,2664.1,3086.6,3112,4343.3,4639.9,6.81,0.22,43.75,16.94,MMC’
