depth,dt,rhob,pp,omega_v,omega_h_caps,omega_h,e,poissons_ration,friction_agnle,ucs,cp,cp_timer,lcp,fp
1196,107.14 ,2.42 ,1.05 ,2.01 ,1.85 ,1.65 ,4.11 ,0.24 ,44.61 ,9.05 ,1.21 ,1.22 ,1.65 ,1.75 
1198,106.78 ,2.45 ,1.05 ,2.01 ,1.85 ,1.65 ,4.17 ,0.24 ,44.57 ,9.39 ,1.20 ,1.21 ,1.65 ,1.75 
1200,106.41 ,2.51 ,1.05 ,2.01 ,1.85 ,1.65 ,4.26 ,0.24 ,44.51 ,9.97 ,1.20 ,1.21 ,1.65 ,1.75 
1202,106.37 ,2.47 ,1.05 ,2.01 ,1.85 ,1.65 ,4.24 ,0.24 ,44.54 ,9.73 ,1.20 ,1.21 ,1.65 ,1.75 
1204,106.32 ,2.46 ,1.05 ,2.01 ,1.85 ,1.65 ,4.23 ,0.24 ,44.55 ,9.62 ,1.20 ,1.21 ,1.65 ,1.75 
1206,106.27 ,2.43 ,1.05 ,2.01 ,1.85 ,1.65 ,4.21 ,0.24 ,44.56 ,9.47 ,1.20 ,1.21 ,1.65 ,1.75 
1208,106.22 ,2.47 ,1.05 ,2.01 ,1.85 ,1.65 ,4.26 ,0.24 ,44.53 ,9.75 ,1.20 ,1.21 ,1.65 ,1.75 
1210,106.17 ,2.52 ,1.05 ,2.01 ,1.85 ,1.65 ,4.33 ,0.24 ,44.49 ,10.19 ,1.20 ,1.21 ,1.65 ,1.75 
1212,106.12 ,2.54 ,1.05 ,2.02 ,1.85 ,1.65 ,4.35 ,0.24 ,44.47 ,10.33 ,1.19 ,1.20 ,1.65 ,1.75 
1214,106.07 ,2.42 ,1.05 ,2.02 ,1.85 ,1.65 ,4.23 ,0.24 ,44.57 ,9.41 ,1.21 ,1.22 ,1.65 ,1.75 
1216,106.02 ,2.45 ,1.05 ,2.02 ,1.85 ,1.65 ,4.28 ,0.23 ,44.54 ,9.71 ,1.20 ,1.21 ,1.65 ,1.75 
1218,105.97 ,2.48 ,1.05 ,2.02 ,1.85 ,1.65 ,4.31 ,0.23 ,44.52 ,9.90 ,1.20 ,1.21 ,1.65 ,1.75 
1220,105.92 ,2.47 ,1.05 ,2.02 ,1.85 ,1.65 ,4.31 ,0.23 ,44.52 ,9.85 ,1.20 ,1.21 ,1.65 ,1.75 
1222,105.88 ,2.45 ,1.05 ,2.02 ,1.85 ,1.65 ,4.30 ,0.23 ,44.54 ,9.73 ,1.20 ,1.21 ,1.65 ,1.75 
1224,105.83 ,2.45 ,1.05 ,2.02 ,1.85 ,1.65 ,4.31 ,0.23 ,44.53 ,9.78 ,1.20 ,1.21 ,1.65 ,1.75 
1226,105.78 ,2.47 ,1.05 ,2.02 ,1.85 ,1.65 ,4.34 ,0.23 ,44.51 ,9.93 ,1.20 ,1.21 ,1.65 ,1.75 
1228,105.73 ,2.33 ,1.05 ,2.02 ,1.85 ,1.65 ,4.20 ,0.23 ,44.62 ,8.89 ,1.22 ,1.23 ,1.65 ,1.76 
1230,105.68 ,2.34 ,1.05 ,2.02 ,1.85 ,1.65 ,4.21 ,0.23 ,44.62 ,8.93 ,1.22 ,1.23 ,1.65 ,1.76 
1232,105.62 ,2.44 ,1.05 ,2.02 ,1.85 ,1.65 ,4.33 ,0.23 ,44.53 ,9.74 ,1.21 ,1.22 ,1.65 ,1.76 
1234,105.57 ,2.44 ,1.05 ,2.02 ,1.85 ,1.66 ,4.34 ,0.23 ,44.53 ,9.77 ,1.21 ,1.22 ,1.66 ,1.76 
1236,105.52 ,2.43 ,1.05 ,2.02 ,1.85 ,1.66 ,4.33 ,0.23 ,44.54 ,9.68 ,1.21 ,1.22 ,1.66 ,1.76 
1238,105.47 ,2.42 ,1.05 ,2.02 ,1.86 ,1.66 ,4.34 ,0.23 ,44.54 ,9.67 ,1.21 ,1.22 ,1.66 ,1.76 
1240,105.42 ,2.43 ,1.05 ,2.03 ,1.86 ,1.66 ,4.36 ,0.23 ,44.53 ,9.75 ,1.21 ,1.22 ,1.66 ,1.76 
1242,105.37 ,2.45 ,1.05 ,2.03 ,1.86 ,1.66 ,4.38 ,0.23 ,44.52 ,9.91 ,1.21 ,1.22 ,1.66 ,1.76 
1244,105.32 ,2.44 ,1.05 ,2.03 ,1.86 ,1.66 ,4.39 ,0.23 ,44.52 ,9.88 ,1.21 ,1.22 ,1.66 ,1.76 
1246,105.27 ,2.44 ,1.05 ,2.03 ,1.86 ,1.66 ,4.39 ,0.23 ,44.52 ,9.84 ,1.21 ,1.22 ,1.66 ,1.76 
1248,105.22 ,2.48 ,1.05 ,2.03 ,1.86 ,1.66 ,4.44 ,0.23 ,44.49 ,10.20 ,1.21 ,1.22 ,1.66 ,1.76 
1250,105.17 ,2.54 ,1.05 ,2.03 ,1.86 ,1.66 ,4.52 ,0.23 ,44.43 ,10.71 ,1.20 ,1.21 ,1.66 ,1.76 
1252,105.11 ,2.47 ,1.06 ,2.03 ,1.86 ,1.66 ,4.45 ,0.23 ,44.49 ,10.14 ,1.21 ,1.22 ,1.66 ,1.76 
1254,105.06 ,2.46 ,1.06 ,2.03 ,1.86 ,1.66 ,4.45 ,0.23 ,44.49 ,10.11 ,1.21 ,1.22 ,1.66 ,1.76 
1256,105.01 ,2.47 ,1.06 ,2.03 ,1.86 ,1.66 ,4.47 ,0.23 ,44.48 ,10.24 ,1.21 ,1.22 ,1.66 ,1.76 
1258,104.96 ,2.46 ,1.06 ,2.03 ,1.86 ,1.66 ,4.47 ,0.23 ,44.49 ,10.17 ,1.21 ,1.22 ,1.66 ,1.76 
1260,104.91 ,2.47 ,1.06 ,2.03 ,1.86 ,1.66 ,4.48 ,0.23 ,44.48 ,10.22 ,1.21 ,1.22 ,1.66 ,1.76 
1262,104.86 ,2.46 ,1.06 ,2.03 ,1.86 ,1.66 ,4.49 ,0.23 ,44.48 ,10.21 ,1.21 ,1.22 ,1.66 ,1.76 
1264,104.80 ,2.44 ,1.06 ,2.03 ,1.86 ,1.66 ,4.47 ,0.23 ,44.50 ,10.04 ,1.21 ,1.22 ,1.66 ,1.76 
1266,104.75 ,2.44 ,1.06 ,2.03 ,1.86 ,1.66 ,4.48 ,0.23 ,44.50 ,10.09 ,1.21 ,1.22 ,1.66 ,1.76 
1268,104.70 ,2.37 ,1.06 ,2.03 ,1.86 ,1.66 ,4.41 ,0.23 ,44.55 ,9.55 ,1.22 ,1.23 ,1.66 ,1.76 
1270,104.65 ,2.44 ,1.06 ,2.04 ,1.86 ,1.66 ,4.50 ,0.23 ,44.49 ,10.12 ,1.21 ,1.22 ,1.66 ,1.76 
1272,104.60 ,2.47 ,1.06 ,2.04 ,1.86 ,1.66 ,4.53 ,0.23 ,44.47 ,10.34 ,1.21 ,1.22 ,1.66 ,1.76 
1274,104.54 ,2.44 ,1.06 ,2.04 ,1.86 ,1.66 ,4.51 ,0.23 ,44.49 ,10.13 ,1.22 ,1.23 ,1.66 ,1.77 
1276,104.49 ,2.48 ,1.06 ,2.04 ,1.86 ,1.66 ,4.56 ,0.23 ,44.46 ,10.46 ,1.21 ,1.22 ,1.66 ,1.77 
1278,104.44 ,2.45 ,1.06 ,2.04 ,1.86 ,1.66 ,4.55 ,0.23 ,44.48 ,10.29 ,1.21 ,1.22 ,1.66 ,1.77 
1280,104.39 ,2.42 ,1.06 ,2.04 ,1.87 ,1.66 ,4.52 ,0.23 ,44.50 ,10.07 ,1.22 ,1.23 ,1.66 ,1.77 
1282,104.33 ,2.43 ,1.05 ,2.04 ,1.86 ,1.66 ,4.54 ,0.23 ,44.49 ,10.12 ,1.21 ,1.22 ,1.66 ,1.76 
1284,104.28 ,2.44 ,1.05 ,2.04 ,1.86 ,1.66 ,4.56 ,0.23 ,44.48 ,10.27 ,1.21 ,1.22 ,1.66 ,1.76 
1286,104.23 ,2.45 ,1.05 ,2.04 ,1.86 ,1.66 ,4.58 ,0.23 ,44.47 ,10.34 ,1.20 ,1.21 ,1.66 ,1.76 
1288,104.17 ,2.45 ,1.05 ,2.04 ,1.86 ,1.66 ,4.59 ,0.23 ,44.47 ,10.38 ,1.21 ,1.22 ,1.66 ,1.76 
1290,104.12 ,2.48 ,1.05 ,2.04 ,1.86 ,1.66 ,4.63 ,0.23 ,44.44 ,10.61 ,1.20 ,1.21 ,1.66 ,1.76 
1292,104.07 ,2.48 ,1.04 ,2.04 ,1.86 ,1.66 ,4.65 ,0.23 ,44.43 ,10.69 ,1.20 ,1.21 ,1.66 ,1.76 
1294,104.01 ,2.48 ,1.04 ,2.04 ,1.86 ,1.66 ,4.65 ,0.23 ,44.43 ,10.68 ,1.20 ,1.21 ,1.66 ,1.76 
1296,103.96 ,2.49 ,1.04 ,2.04 ,1.86 ,1.66 ,4.67 ,0.23 ,44.43 ,10.74 ,1.20 ,1.21 ,1.66 ,1.76 
1298,103.91 ,2.48 ,1.04 ,2.04 ,1.87 ,1.66 ,4.67 ,0.23 ,44.43 ,10.72 ,1.20 ,1.21 ,1.66 ,1.76 
1300,103.86 ,2.49 ,1.04 ,2.04 ,1.87 ,1.66 ,4.69 ,0.23 ,44.42 ,10.83 ,1.20 ,1.21 ,1.66 ,1.76 
1302,103.79 ,2.50 ,1.04 ,2.05 ,1.87 ,1.66 ,4.71 ,0.23 ,44.41 ,10.89 ,1.20 ,1.21 ,1.66 ,1.76 
1304,103.72 ,2.49 ,1.04 ,2.05 ,1.87 ,1.66 ,4.71 ,0.23 ,44.41 ,10.88 ,1.20 ,1.21 ,1.66 ,1.77 
1306,103.65 ,2.51 ,1.04 ,2.05 ,1.87 ,1.66 ,4.75 ,0.23 ,44.39 ,11.09 ,1.20 ,1.21 ,1.66 ,1.77 
1308,103.58 ,2.51 ,1.04 ,2.05 ,1.87 ,1.66 ,4.76 ,0.23 ,44.39 ,11.11 ,1.20 ,1.21 ,1.66 ,1.77 
1310,103.52 ,2.53 ,1.04 ,2.05 ,1.87 ,1.66 ,4.79 ,0.23 ,44.37 ,11.27 ,1.20 ,1.21 ,1.66 ,1.77 
1312,103.45 ,2.54 ,1.04 ,2.05 ,1.87 ,1.66 ,4.81 ,0.23 ,44.36 ,11.38 ,1.20 ,1.21 ,1.66 ,1.77 
1314,103.38 ,2.50 ,1.04 ,2.05 ,1.87 ,1.66 ,4.78 ,0.23 ,44.39 ,11.11 ,1.20 ,1.21 ,1.66 ,1.77 
1316,103.31 ,2.48 ,1.04 ,2.05 ,1.87 ,1.66 ,4.76 ,0.23 ,44.40 ,10.99 ,1.20 ,1.21 ,1.66 ,1.77 
1318,103.24 ,2.48 ,1.04 ,2.05 ,1.87 ,1.66 ,4.77 ,0.23 ,44.40 ,10.99 ,1.20 ,1.21 ,1.66 ,1.77 
1320,103.18 ,2.43 ,1.04 ,2.05 ,1.87 ,1.66 ,4.72 ,0.23 ,44.44 ,10.59 ,1.21 ,1.22 ,1.66 ,1.77 
1322,103.11 ,2.47 ,1.04 ,2.05 ,1.87 ,1.66 ,4.78 ,0.23 ,44.40 ,10.96 ,1.20 ,1.21 ,1.66 ,1.77 
1324,103.04 ,2.49 ,1.04 ,2.05 ,1.87 ,1.66 ,4.81 ,0.23 ,44.39 ,11.13 ,1.20 ,1.21 ,1.66 ,1.77 
1326,102.97 ,2.42 ,1.04 ,2.05 ,1.87 ,1.66 ,4.73 ,0.23 ,44.45 ,10.55 ,1.21 ,1.22 ,1.66 ,1.77 
1328,102.90 ,2.48 ,1.04 ,2.05 ,1.87 ,1.66 ,4.83 ,0.23 ,44.38 ,11.16 ,1.20 ,1.21 ,1.66 ,1.77 
1330,102.84 ,2.47 ,1.04 ,2.06 ,1.87 ,1.66 ,4.82 ,0.23 ,44.40 ,11.05 ,1.20 ,1.21 ,1.66 ,1.77 
1332,102.77 ,2.48 ,1.04 ,2.06 ,1.87 ,1.66 ,4.84 ,0.23 ,44.38 ,11.16 ,1.20 ,1.21 ,1.66 ,1.77 
1334,102.70 ,2.50 ,1.04 ,2.06 ,1.87 ,1.66 ,4.88 ,0.23 ,44.36 ,11.39 ,1.20 ,1.21 ,1.66 ,1.77 
1336,102.63 ,2.49 ,1.04 ,2.06 ,1.87 ,1.67 ,4.88 ,0.23 ,44.36 ,11.37 ,1.20 ,1.21 ,1.67 ,1.77 
1338,102.56 ,2.49 ,1.04 ,2.06 ,1.87 ,1.67 ,4.89 ,0.23 ,44.36 ,11.38 ,1.20 ,1.21 ,1.67 ,1.77 
1340,102.49 ,2.46 ,1.04 ,2.06 ,1.87 ,1.67 ,4.86 ,0.23 ,44.38 ,11.14 ,1.20 ,1.21 ,1.67 ,1.77 
1342,102.43 ,2.49 ,1.04 ,2.06 ,1.87 ,1.67 ,4.91 ,0.23 ,44.35 ,11.44 ,1.20 ,1.21 ,1.67 ,1.77 
1344,102.36 ,2.46 ,1.04 ,2.06 ,1.87 ,1.67 ,4.88 ,0.23 ,44.38 ,11.21 ,1.20 ,1.21 ,1.67 ,1.77 
1346,102.29 ,2.48 ,1.04 ,2.06 ,1.87 ,1.67 ,4.91 ,0.23 ,44.36 ,11.36 ,1.20 ,1.21 ,1.67 ,1.77 
1348,102.22 ,2.43 ,1.04 ,2.06 ,1.88 ,1.67 ,4.86 ,0.23 ,44.40 ,10.97 ,1.21 ,1.22 ,1.67 ,1.77 
1350,102.15 ,2.53 ,1.04 ,2.06 ,1.88 ,1.67 ,4.99 ,0.23 ,44.31 ,11.86 ,1.20 ,1.21 ,1.67 ,1.77 
1352,102.08 ,2.52 ,1.04 ,2.06 ,1.88 ,1.67 ,4.99 ,0.23 ,44.31 ,11.81 ,1.20 ,1.21 ,1.67 ,1.77 
1354,102.02 ,2.53 ,1.04 ,2.06 ,1.88 ,1.67 ,5.02 ,0.23 ,44.30 ,11.93 ,1.20 ,1.21 ,1.67 ,1.77 
1356,101.95 ,2.50 ,1.04 ,2.06 ,1.88 ,1.67 ,5.00 ,0.23 ,44.32 ,11.75 ,1.20 ,1.21 ,1.67 ,1.77 
1358,101.88 ,2.49 ,1.04 ,2.06 ,1.88 ,1.67 ,5.00 ,0.23 ,44.33 ,11.69 ,1.20 ,1.21 ,1.67 ,1.77 
1360,101.81 ,2.51 ,1.04 ,2.06 ,1.88 ,1.67 ,5.03 ,0.23 ,44.31 ,11.88 ,1.20 ,1.21 ,1.67 ,1.77 
1362,101.74 ,2.48 ,1.04 ,2.07 ,1.88 ,1.67 ,5.00 ,0.23 ,44.33 ,11.66 ,1.20 ,1.21 ,1.67 ,1.78 
1364,101.68 ,2.50 ,1.04 ,2.07 ,1.88 ,1.67 ,5.03 ,0.23 ,44.31 ,11.81 ,1.20 ,1.21 ,1.67 ,1.78 
1366,101.61 ,2.49 ,1.04 ,2.07 ,1.88 ,1.67 ,5.03 ,0.23 ,44.32 ,11.79 ,1.20 ,1.21 ,1.67 ,1.78 
1368,101.54 ,2.52 ,1.04 ,2.07 ,1.88 ,1.67 ,5.08 ,0.23 ,44.29 ,12.04 ,1.20 ,1.21 ,1.67 ,1.78 
1370,101.47 ,2.49 ,1.04 ,2.07 ,1.88 ,1.67 ,5.06 ,0.23 ,44.31 ,11.85 ,1.20 ,1.21 ,1.67 ,1.78 
1372,101.41 ,2.46 ,1.04 ,2.07 ,1.88 ,1.67 ,5.03 ,0.23 ,44.33 ,11.63 ,1.20 ,1.21 ,1.67 ,1.78 
1374,101.34 ,2.52 ,1.04 ,2.07 ,1.88 ,1.67 ,5.11 ,0.23 ,44.28 ,12.14 ,1.20 ,1.21 ,1.67 ,1.78 
1376,101.27 ,2.49 ,1.04 ,2.07 ,1.88 ,1.67 ,5.09 ,0.23 ,44.30 ,11.95 ,1.20 ,1.21 ,1.67 ,1.78 
1378,101.20 ,2.38 ,1.04 ,2.07 ,1.88 ,1.67 ,4.95 ,0.23 ,44.40 ,10.98 ,1.21 ,1.22 ,1.67 ,1.78 
1380,101.13 ,2.49 ,1.04 ,2.07 ,1.88 ,1.67 ,5.10 ,0.23 ,44.30 ,11.98 ,1.20 ,1.21 ,1.67 ,1.78 
1382,101.07 ,2.48 ,1.04 ,2.07 ,1.88 ,1.67 ,5.10 ,0.23 ,44.30 ,11.89 ,1.20 ,1.21 ,1.67 ,1.78 
1384,101.00 ,2.49 ,1.04 ,2.07 ,1.88 ,1.67 ,5.12 ,0.23 ,44.29 ,12.02 ,1.20 ,1.21 ,1.67 ,1.78 
1386,100.93 ,2.49 ,1.04 ,2.07 ,1.88 ,1.67 ,5.14 ,0.23 ,44.28 ,12.09 ,1.20 ,1.21 ,1.67 ,1.78 
1388,100.87 ,2.53 ,1.04 ,2.07 ,1.88 ,1.67 ,5.20 ,0.23 ,44.24 ,12.50 ,1.20 ,1.21 ,1.67 ,1.78 
1390.00,100.80,2.39,1.04,2.07,1.88,1.67,5.02,0.23,44.38,11.20,1.21,1.22,1.67,1.78
1392.00,100.73,2.52,1.04,2.07,1.88,1.67,5.21,0.23,44.24,12.45,1.20,1.21,1.67,1.78
1394.00,100.66,2.50,1.04,2.07,1.88,1.67,5.19,0.23,44.26,12.28,1.20,1.21,1.67,1.78
1396.00,100.60,2.48,1.04,2.08,1.88,1.67,5.17,0.23,44.28,12.12,1.20,1.21,1.67,1.78
1398.00,100.53,2.50,1.04,2.08,1.88,1.67,5.22,0.23,44.25,12.39,1.20,1.21,1.67,1.78
1400.00,100.46,2.49,1.04,2.08,1.88,1.67,5.21,0.23,44.26,12.26,1.20,1.21,1.67,1.78
1402.00,100.43,2.51,1.04,2.08,1.88,1.67,5.25,0.23,44.24,12.52,1.20,1.21,1.67,1.78
1404.00,100.39,2.48,1.05,2.08,1.89,1.67,5.22,0.23,44.26,12.28,1.20,1.21,1.67,1.78
1406.00,100.35,2.50,1.05,2.08,1.89,1.67,5.26,0.23,44.24,12.51,1.20,1.21,1.67,1.78
1408.00,100.32,2.50,1.05,2.08,1.89,1.67,5.26,0.23,44.24,12.50,1.20,1.21,1.67,1.78
1410.00,100.28,2.49,1.05,2.08,1.89,1.67,5.25,0.23,44.25,12.40,1.20,1.21,1.67,1.78
1412.00,100.24,2.51,1.05,2.08,1.89,1.67,5.29,0.23,44.23,12.63,1.20,1.21,1.67,1.78
1414.00,100.20,2.50,1.05,2.08,1.89,1.67,5.29,0.23,44.23,12.57,1.20,1.21,1.67,1.78
1416.00,100.17,2.48,1.05,2.08,1.89,1.68,5.27,0.23,44.25,12.40,1.20,1.21,1.68,1.78
1418.00,100.13,2.50,1.05,2.08,1.89,1.68,5.30,0.23,44.23,12.60,1.20,1.21,1.68,1.78
1420.00,100.09,2.50,1.05,2.08,1.89,1.68,5.31,0.23,44.22,12.63,1.20,1.21,1.68,1.78
1422.00,100.06,2.52,1.05,2.08,1.89,1.68,5.35,0.23,44.20,12.84,1.20,1.21,1.68,1.78
1424.00,100.02,2.51,1.05,2.08,1.89,1.68,5.34,0.23,44.21,12.73,1.20,1.21,1.68,1.78
1426.00,99.98,2.52,1.05,2.08,1.89,1.68,5.36,0.23,44.20,12.87,1.20,1.21,1.68,1.78
1428.00,99.95,2.49,1.05,2.08,1.89,1.68,5.33,0.23,44.23,12.56,1.21,1.22,1.68,1.79
1430.00,99.91,2.52,1.05,2.09,1.89,1.68,5.37,0.23,44.20,12.83,1.20,1.21,1.68,1.79
1432.00,99.87,2.50,1.05,2.09,1.89,1.68,5.36,0.23,44.22,12.71,1.21,1.22,1.68,1.79
1434.00,99.84,2.51,1.05,2.09,1.89,1.68,5.37,0.23,44.21,12.78,1.20,1.21,1.68,1.79
1436.00,99.80,2.49,1.05,2.09,1.89,1.68,5.36,0.23,44.22,12.64,1.21,1.22,1.68,1.79
1438.00,99.76,2.52,1.05,2.09,1.89,1.68,5.41,0.23,44.19,12.93,1.20,1.21,1.68,1.79
1440.00,99.73,2.49,1.05,2.09,1.89,1.68,5.38,0.23,44.22,12.70,1.21,1.22,1.68,1.79
1442.00,99.69,2.51,1.05,2.09,1.89,1.68,5.41,0.23,44.20,12.88,1.21,1.22,1.68,1.79
1444.00,99.65,2.51,1.05,2.09,1.89,1.68,5.42,0.23,44.19,12.93,1.21,1.22,1.68,1.79
1446.00,99.62,2.51,1.05,2.09,1.89,1.68,5.42,0.23,44.20,12.87,1.21,1.22,1.68,1.79
1448.00,99.58,2.52,1.05,2.09,1.89,1.68,5.44,0.23,44.18,13.01,1.21,1.22,1.68,1.79
1450.00,99.55,2.51,1.05,2.09,1.89,1.68,5.44,0.23,44.19,12.95,1.21,1.22,1.68,1.79
1452.00,99.51,2.50,1.05,2.09,1.89,1.68,5.44,0.23,44.20,12.87,1.21,1.22,1.68,1.79
1454.00,99.47,2.51,1.05,2.09,1.89,1.68,5.46,0.23,44.18,13.02,1.21,1.22,1.68,1.79
1456.00,99.44,2.40,1.05,2.09,1.90,1.68,5.31,0.23,44.30,11.93,1.22,1.23,1.68,1.79
1458.00,99.40,2.51,1.05,2.09,1.90,1.68,5.47,0.23,44.18,13.00,1.21,1.22,1.68,1.79
1460.00,99.36,2.53,1.05,2.09,1.90,1.68,5.51,0.23,44.16,13.22,1.21,1.22,1.68,1.79
1462.00,99.33,2.52,1.05,2.09,1.90,1.68,5.51,0.22,44.16,13.21,1.21,1.22,1.68,1.79
1464.00,99.29,2.48,1.05,2.10,1.90,1.68,5.45,0.22,44.21,12.75,1.21,1.22,1.68,1.79
1466.00,99.26,2.51,1.05,2.10,1.90,1.68,5.51,0.22,44.17,13.11,1.21,1.22,1.68,1.79
1468.00,99.22,2.51,1.05,2.10,1.90,1.68,5.51,0.22,44.17,13.10,1.21,1.22,1.68,1.79
1470.00,99.18,2.52,1.05,2.10,1.90,1.68,5.54,0.22,44.16,13.25,1.21,1.22,1.68,1.79
1472.00,99.15,2.51,1.05,2.10,1.90,1.68,5.53,0.22,44.17,13.18,1.21,1.22,1.68,1.79
1474.00,99.11,2.51,1.05,2.10,1.90,1.68,5.54,0.22,44.16,13.22,1.21,1.22,1.68,1.79
1476.00,99.08,2.52,1.05,2.10,1.90,1.68,5.56,0.22,44.15,13.28,1.21,1.22,1.68,1.79
1478.00,99.04,2.54,1.05,2.10,1.90,1.68,5.60,0.22,44.13,13.51,1.21,1.22,1.68,1.79
1480.00,99.00,2.51,1.05,2.10,1.90,1.68,5.56,0.22,44.16,13.23,1.21,1.22,1.68,1.79
1482.00,98.97,2.50,1.05,2.10,1.90,1.68,5.56,0.22,44.17,13.16,1.21,1.22,1.68,1.79
1484.00,98.93,2.50,1.05,2.10,1.90,1.68,5.56,0.22,44.17,13.16,1.21,1.22,1.68,1.79
1486.00,98.90,2.45,1.05,2.10,1.90,1.69,5.50,0.22,44.22,12.69,1.22,1.23,1.69,1.79
1488.00,98.86,2.41,1.05,2.10,1.90,1.69,5.44,0.22,44.26,12.28,1.22,1.23,1.69,1.80
1490.00,98.83,2.36,1.05,2.10,1.90,1.69,5.38,0.22,44.31,11.81,1.23,1.24,1.69,1.80
1492.00,98.79,2.21,1.05,2.10,1.90,1.69,5.16,0.22,44.47,10.38,1.24,1.25,1.69,1.80
1494.00,98.76,2.28,1.05,2.10,1.90,1.69,5.28,0.22,44.39,11.08,1.23,1.24,1.69,1.80
1496.00,98.72,2.16,1.05,2.10,1.90,1.69,5.11,0.22,44.51,10.00,1.24,1.25,1.69,1.80
1498.00,98.68,2.24,1.05,2.10,1.90,1.69,5.23,0.22,44.43,10.75,1.24,1.25,1.69,1.80
1500.00,98.65,2.16,1.05,2.10,1.90,1.69,5.12,0.22,44.50,10.02,1.24,1.25,1.69,1.80
1502.00,98.61,2.57,1.05,2.10,1.90,1.69,5.74,0.22,44.07,14.09,1.21,1.22,1.69,1.80
1504.00,98.58,2.53,1.05,2.10,1.90,1.69,5.69,0.22,44.11,13.70,1.21,1.22,1.69,1.80
1506.00,98.54,2.54,1.05,2.10,1.90,1.69,5.70,0.22,44.10,13.79,1.21,1.22,1.69,1.80
1508.00,98.51,2.56,1.05,2.11,1.90,1.69,5.74,0.22,44.07,14.04,1.21,1.22,1.69,1.80
1510.00,98.47,2.53,1.05,2.11,1.90,1.69,5.70,0.22,44.11,13.67,1.21,1.22,1.69,1.80
1512.00,98.44,2.53,1.05,2.11,1.90,1.69,5.71,0.22,44.11,13.71,1.21,1.22,1.69,1.80
1514.00,98.40,2.39,1.05,2.11,1.90,1.69,5.51,0.22,44.26,12.28,1.22,1.23,1.69,1.80
1516.00,98.37,2.42,1.05,2.11,1.90,1.69,5.56,0.22,44.22,12.64,1.22,1.23,1.69,1.80
1518.00,98.33,2.55,1.05,2.11,1.90,1.69,5.76,0.22,44.08,13.96,1.21,1.22,1.69,1.80
1520.00,98.30,2.49,1.05,2.11,1.90,1.69,5.69,0.22,44.14,13.44,1.22,1.23,1.69,1.80
1522.00,98.26,2.57,1.05,2.11,1.91,1.69,5.81,0.22,44.05,14.25,1.21,1.22,1.69,1.80
1524.00,98.23,2.56,1.05,2.11,1.91,1.69,5.81,0.22,44.05,14.22,1.21,1.22,1.69,1.80
1526.00,98.19,2.56,1.05,2.11,1.91,1.69,5.82,0.22,44.05,14.21,1.21,1.22,1.69,1.80
1528.00,98.16,2.41,1.05,2.11,1.91,1.69,5.59,0.22,44.22,12.64,1.22,1.23,1.69,1.80
1530.00,98.12,2.52,1.05,2.11,1.91,1.69,5.76,0.22,44.10,13.77,1.21,1.22,1.69,1.80
1532.00,98.09,2.59,1.05,2.11,1.91,1.69,5.89,0.22,44.01,14.61,1.21,1.22,1.69,1.80
1534.00,98.05,2.58,1.05,2.11,1.91,1.69,5.88,0.22,44.02,14.52,1.21,1.22,1.69,1.80
1536.00,98.02,2.60,1.05,2.11,1.91,1.69,5.92,0.22,43.99,14.76,1.21,1.22,1.69,1.80
1538.00,97.98,2.58,1.05,2.11,1.91,1.69,5.89,0.22,44.02,14.53,1.21,1.22,1.69,1.80
1540.00,97.95,2.61,1.05,2.11,1.91,1.69,5.95,0.22,43.98,14.89,1.21,1.22,1.69,1.80
1542.00,97.91,2.55,1.06,2.11,1.91,1.69,5.87,0.22,44.05,14.28,1.21,1.22,1.69,1.80
1544.00,97.88,2.51,1.06,2.12,1.91,1.69,5.81,0.22,44.10,13.80,1.22,1.23,1.69,1.80
1546.00,97.84,2.51,1.06,2.12,1.91,1.69,5.82,0.22,44.09,13.83,1.22,1.23,1.69,1.80
1548.00,97.81,2.53,1.06,2.12,1.91,1.69,5.86,0.22,44.07,14.10,1.21,1.22,1.69,1.80
1550.00,97.77,2.55,1.06,2.12,1.91,1.69,5.90,0.22,44.04,14.34,1.21,1.22,1.69,1.80
1552.00,97.74,2.53,1.06,2.12,1.91,1.69,5.88,0.22,44.06,14.16,1.22,1.23,1.69,1.80
1554.00,97.70,2.51,1.06,2.12,1.91,1.69,5.84,0.22,44.09,13.89,1.22,1.23,1.69,1.80
1556.00,97.67,2.55,1.06,2.12,1.91,1.69,5.92,0.22,44.03,14.40,1.21,1.22,1.69,1.80
1558.00,97.63,2.55,1.06,2.12,1.91,1.69,5.93,0.22,44.03,14.44,1.21,1.22,1.69,1.80
1560.00,97.60,2.60,1.06,2.12,1.91,1.69,6.02,0.22,43.97,15.00,1.21,1.22,1.69,1.81
1562.00,97.57,2.55,1.06,2.12,1.91,1.69,5.95,0.22,44.02,14.47,1.21,1.22,1.69,1.81
1564.00,97.53,2.56,1.06,2.12,1.91,1.69,5.97,0.22,44.01,14.58,1.21,1.22,1.69,1.81
1566.00,97.50,2.58,1.06,2.12,1.91,1.69,6.01,0.22,43.99,14.79,1.21,1.22,1.69,1.81
1568.00,97.46,2.52,1.06,2.12,1.91,1.70,5.91,0.22,44.06,14.11,1.22,1.23,1.70,1.81
1570.00,97.43,2.52,1.06,2.12,1.91,1.70,5.93,0.22,44.06,14.18,1.22,1.23,1.70,1.81
