depth,dt,rhob,pp,omega_v,omega_h_caps,omega_h,e,poissons_ration,friction_agnle,ucs,cp,cp_timer,lcp,fp
1572.00,97.39,2.54,1.06,2.12,1.91,1.70,5.96,0.22,44.03,14.38,1.22,1.23,1.70,1.81
1574.00,97.36,2.56,1.06,2.12,1.91,1.70,6.01,0.22,44.00,14.69,1.21,1.22,1.70,1.81
1576.00,97.32,2.58,1.06,2.12,1.91,1.70,6.05,0.22,43.98,14.92,1.21,1.22,1.70,1.81
1578.00,97.29,2.60,1.06,2.12,1.92,1.70,6.09,0.22,43.95,15.13,1.21,1.22,1.70,1.81
1580.00,97.26,2.58,1.06,2.13,1.92,1.70,6.06,0.22,43.97,14.94,1.21,1.22,1.70,1.81
1582.00,97.22,2.58,1.06,2.13,1.92,1.70,6.07,0.22,43.97,14.97,1.21,1.22,1.70,1.81
1584.00,97.19,2.60,1.06,2.13,1.92,1.70,6.11,0.22,43.95,15.17,1.21,1.22,1.70,1.81
1586.00,97.15,2.61,1.06,2.13,1.92,1.70,6.13,0.22,43.93,15.30,1.21,1.22,1.70,1.81
1588.00,97.12,2.62,1.06,2.13,1.92,1.70,6.17,0.22,43.91,15.51,1.21,1.22,1.70,1.81
1590.00,97.09,2.62,1.06,2.13,1.92,1.70,6.17,0.22,43.91,15.51,1.21,1.22,1.70,1.81
1592.00,97.05,2.57,1.06,2.13,1.92,1.70,6.09,0.22,43.98,14.91,1.22,1.23,1.70,1.81
1594.00,97.02,2.52,1.06,2.13,1.92,1.70,6.02,0.22,44.03,14.40,1.22,1.23,1.70,1.81
1596.00,96.98,2.60,1.06,2.13,1.92,1.70,6.17,0.22,43.93,15.37,1.21,1.22,1.70,1.81
1598.00,96.95,2.63,1.06,2.13,1.92,1.70,6.22,0.22,43.89,15.68,1.21,1.22,1.70,1.81
1600.00,96.92,2.61,1.04,2.13,1.92,1.69,6.20,0.22,43.91,15.53,1.20,1.21,1.69,1.81
1602.00,96.88,2.60,1.04,2.13,1.92,1.69,6.19,0.22,43.92,15.39,1.20,1.21,1.69,1.81
1604.00,96.85,2.52,1.04,2.13,1.92,1.69,6.07,0.22,44.02,14.55,1.21,1.22,1.69,1.81
1606.00,96.81,3.09,1.05,2.13,1.92,1.69,7.00,0.22,43.25,21.47,1.15,1.16,1.69,1.81
1608.00,96.78,2.96,1.05,2.13,1.92,1.70,6.80,0.22,43.44,19.78,1.17,1.18,1.70,1.81
1610.00,96.75,3.16,1.05,2.13,1.92,1.70,7.13,0.22,43.14,22.42,1.14,1.15,1.70,1.81
1612.00,96.71,3.20,1.05,2.14,1.92,1.70,7.21,0.22,43.07,23.04,1.14,1.15,1.70,1.81
1614.00,96.68,3.13,1.05,2.14,1.92,1.70,7.10,0.22,43.18,22.05,1.15,1.16,1.70,1.81
1616.00,96.64,2.88,1.05,2.14,1.92,1.70,6.71,0.22,43.54,18.90,1.18,1.19,1.70,1.81
1618.00,96.61,2.36,1.05,2.14,1.92,1.70,5.87,0.22,44.20,12.88,1.23,1.24,1.70,1.81
1620.00,96.58,2.44,1.05,2.14,1.92,1.70,6.01,0.22,44.10,13.75,1.22,1.23,1.70,1.81
1622.00,96.54,2.60,1.05,2.14,1.92,1.70,6.28,0.22,43.90,15.61,1.21,1.22,1.70,1.81
1624.00,96.51,2.54,1.05,2.14,1.92,1.70,6.19,0.22,43.97,14.94,1.21,1.22,1.70,1.81
1626.00,96.48,2.42,1.05,2.14,1.92,1.70,6.00,0.22,44.12,13.59,1.22,1.23,1.70,1.81
1628.00,96.44,2.62,1.05,2.14,1.92,1.70,6.34,0.22,43.87,15.90,1.20,1.21,1.70,1.81
1630.00,96.41,2.68,1.05,2.14,1.92,1.70,6.45,0.22,43.78,16.67,1.20,1.21,1.70,1.81
1632.00,96.38,2.62,1.05,2.14,1.92,1.70,6.36,0.22,43.86,15.98,1.20,1.21,1.70,1.81
1634.00,96.34,2.64,1.05,2.14,1.92,1.70,6.40,0.22,43.84,16.19,1.20,1.21,1.70,1.81
1636.00,96.31,2.60,1.05,2.14,1.92,1.70,6.35,0.22,43.88,15.80,1.21,1.22,1.70,1.81
1638.00,96.27,2.49,1.05,2.14,1.93,1.70,6.17,0.22,44.02,14.50,1.22,1.23,1.70,1.81
1640.00,96.24,2.62,1.05,2.15,1.93,1.70,6.39,0.22,43.85,16.04,1.21,1.22,1.70,1.81
1642.00,96.21,2.71,1.05,2.15,1.93,1.70,6.55,0.22,43.73,17.15,1.20,1.21,1.70,1.82
1644.00,96.17,2.54,1.05,2.15,1.93,1.70,6.28,0.22,43.95,15.16,1.21,1.22,1.70,1.82
1646.00,96.14,2.69,1.05,2.15,1.93,1.70,6.53,0.22,43.76,16.91,1.20,1.21,1.70,1.82
1648.00,96.11,2.71,1.05,2.15,1.93,1.70,6.57,0.22,43.73,17.13,1.20,1.21,1.70,1.82
1650.00,96.07,2.71,1.05,2.15,1.93,1.70,6.59,0.22,43.72,17.26,1.20,1.21,1.70,1.82
1652.00,96.04,2.66,1.05,2.15,1.93,1.70,6.52,0.22,43.78,16.69,1.20,1.21,1.70,1.82
1654.00,96.01,2.70,1.05,2.15,1.93,1.70,6.58,0.22,43.73,17.12,1.20,1.21,1.70,1.82
1656.00,95.97,2.66,1.05,2.15,1.93,1.70,6.53,0.22,43.78,16.72,1.20,1.21,1.70,1.82
1658.00,95.94,2.59,1.05,2.15,1.93,1.70,6.42,0.22,43.87,15.91,1.21,1.22,1.70,1.82
1660.00,95.91,2.67,1.05,2.15,1.93,1.70,6.55,0.22,43.77,16.78,1.20,1.21,1.70,1.82
1662.00,95.87,2.68,1.05,2.15,1.93,1.70,6.59,0.22,43.74,17.03,1.20,1.21,1.70,1.82
1664.00,95.84,2.65,1.05,2.15,1.93,1.70,6.54,0.22,43.79,16.60,1.21,1.22,1.70,1.82
1666.00,95.81,2.70,1.05,2.15,1.93,1.70,6.63,0.22,43.72,17.22,1.20,1.21,1.70,1.82
1668.00,95.77,2.69,1.05,2.15,1.93,1.70,6.64,0.22,43.72,17.21,1.20,1.21,1.70,1.82
1670.00,95.74,2.55,1.05,2.15,1.93,1.70,6.41,0.22,43.91,15.56,1.22,1.23,1.70,1.82
1672.00,95.71,2.59,1.05,2.16,1.93,1.70,6.48,0.22,43.85,16.05,1.21,1.22,1.70,1.82
1674.00,95.67,2.60,1.05,2.16,1.93,1.70,6.49,0.22,43.85,16.10,1.21,1.22,1.70,1.82
1676.00,95.64,2.67,1.05,2.16,1.93,1.71,6.63,0.22,43.75,17.00,1.20,1.21,1.71,1.82
1678.00,95.61,2.68,1.05,2.16,1.93,1.71,6.66,0.22,43.72,17.23,1.20,1.21,1.71,1.82
1680.00,95.57,2.66,1.05,2.16,1.93,1.71,6.63,0.22,43.76,16.93,1.21,1.22,1.71,1.82
1682.00,95.54,2.63,1.05,2.16,1.93,1.71,6.58,0.22,43.80,16.54,1.21,1.22,1.71,1.82
1684.00,95.51,2.60,1.05,2.16,1.93,1.71,6.54,0.22,43.83,16.25,1.21,1.22,1.71,1.82
1686.00,95.47,2.61,1.05,2.16,1.93,1.71,6.58,0.22,43.81,16.46,1.21,1.22,1.71,1.82
1688.00,95.44,2.62,1.05,2.16,1.93,1.71,6.60,0.22,43.80,16.54,1.21,1.22,1.71,1.82
1690.00,95.41,2.59,1.05,2.16,1.93,1.71,6.55,0.22,43.84,16.17,1.21,1.22,1.71,1.82
1692.00,95.37,2.63,1.05,2.16,1.94,1.71,6.63,0.22,43.78,16.69,1.21,1.22,1.71,1.82
1694.00,95.34,2.68,1.05,2.16,1.94,1.71,6.73,0.22,43.70,17.39,1.20,1.21,1.71,1.82
1696.00,95.31,2.69,1.05,2.16,1.94,1.71,6.74,0.22,43.70,17.45,1.20,1.21,1.71,1.82
1698.00,95.27,2.68,1.05,2.16,1.94,1.71,6.74,0.22,43.71,17.38,1.21,1.22,1.71,1.82
1700.00,95.24,2.71,1.05,2.16,1.94,1.71,6.80,0.22,43.66,17.77,1.20,1.21,1.71,1.82
1702.00,95.21,2.64,1.05,2.16,1.94,1.71,6.70,0.22,43.75,16.98,1.21,1.22,1.71,1.82
1704.00,95.17,2.67,1.05,2.16,1.94,1.71,6.75,0.22,43.71,17.32,1.21,1.22,1.71,1.82
1706.00,95.14,2.60,1.05,2.16,1.94,1.71,6.64,0.22,43.80,16.53,1.21,1.22,1.71,1.83
1708.00,95.11,2.58,1.05,2.17,1.94,1.71,6.62,0.22,43.82,16.32,1.22,1.23,1.71,1.83
1710.00,95.07,2.63,1.05,2.17,1.94,1.71,6.71,0.22,43.75,16.96,1.21,1.22,1.71,1.83
1712.00,95.04,2.69,1.05,2.17,1.94,1.71,6.82,0.22,43.67,17.71,1.21,1.22,1.71,1.83
1714.00,95.01,2.70,1.05,2.17,1.94,1.71,6.85,0.22,43.65,17.85,1.20,1.21,1.71,1.83
1716.00,94.97,2.66,1.05,2.17,1.94,1.71,6.79,0.22,43.70,17.39,1.21,1.22,1.71,1.83
1718.00,94.94,2.63,1.05,2.17,1.94,1.71,6.74,0.22,43.75,17.01,1.21,1.22,1.71,1.83
1720.00,94.91,2.64,1.05,2.17,1.94,1.71,6.76,0.22,43.73,17.11,1.21,1.22,1.71,1.83
1722.00,94.87,2.62,1.05,2.17,1.94,1.71,6.75,0.22,43.75,16.97,1.21,1.22,1.71,1.83
1724.00,94.84,2.63,1.05,2.17,1.94,1.71,6.77,0.22,43.74,17.08,1.21,1.22,1.71,1.83
1726.00,94.81,2.64,1.05,2.17,1.94,1.71,6.78,0.22,43.73,17.16,1.21,1.22,1.71,1.83
1728.00,94.77,2.61,1.05,2.17,1.94,1.71,6.76,0.22,43.76,16.92,1.21,1.22,1.71,1.83
1730.00,94.74,2.70,1.05,2.17,1.94,1.71,6.92,0.22,43.63,18.06,1.21,1.22,1.71,1.83
1732.00,94.71,2.53,1.05,2.17,1.94,1.71,6.62,0.22,43.87,15.88,1.22,1.23,1.71,1.83
1734.00,94.67,2.55,1.05,2.17,1.94,1.71,6.67,0.22,43.83,16.25,1.22,1.23,1.71,1.83
1736.00,94.64,2.70,1.05,2.17,1.94,1.71,6.94,0.22,43.63,18.08,1.21,1.22,1.71,1.83
1738.00,94.61,2.61,1.05,2.17,1.94,1.71,6.79,0.22,43.75,16.99,1.22,1.23,1.71,1.83
1740.00,94.57,2.46,1.05,2.17,1.94,1.71,6.53,0.22,43.94,15.21,1.23,1.24,1.71,1.83
1742.00,94.54,2.37,1.05,2.17,1.94,1.71,6.37,0.22,44.07,14.10,1.24,1.25,1.71,1.83
1744.00,94.51,2.35,1.05,2.17,1.94,1.71,6.36,0.22,44.08,14.00,1.24,1.25,1.71,1.83
1746.00,94.47,2.52,1.05,2.17,1.94,1.71,6.66,0.22,43.86,15.99,1.22,1.23,1.71,1.83
1748.00,94.44,2.60,1.05,2.17,1.94,1.71,6.81,0.22,43.75,16.94,1.22,1.23,1.71,1.83
1750.00,94.41,2.59,1.05,2.18,1.94,1.71,6.80,0.22,43.76,16.89,1.22,1.23,1.71,1.83
1752.00,94.37,2.48,1.05,2.18,1.94,1.71,6.62,0.22,43.90,15.60,1.23,1.24,1.71,1.83
1754.00,94.34,2.45,1.05,2.18,1.94,1.71,6.57,0.21,43.94,15.24,1.23,1.24,1.71,1.83
1756.00,94.31,2.38,1.05,2.18,1.94,1.71,6.45,0.21,44.03,14.45,1.24,1.25,1.71,1.83
1758.00,94.27,2.62,1.05,2.18,1.94,1.71,6.88,0.21,43.71,17.30,1.22,1.23,1.71,1.83
1760.00,94.24,2.63,1.05,2.18,1.94,1.71,6.92,0.21,43.69,17.51,1.21,1.22,1.71,1.83
1762.00,94.21,2.55,1.05,2.18,1.95,1.71,6.77,0.21,43.81,16.46,1.22,1.23,1.71,1.83
1764.00,94.17,2.58,1.05,2.18,1.95,1.71,6.84,0.21,43.75,16.93,1.22,1.23,1.71,1.83
1766.00,94.14,2.56,1.05,2.18,1.95,1.71,6.81,0.21,43.79,16.64,1.22,1.23,1.71,1.83
1768.00,94.11,2.62,1.05,2.18,1.95,1.71,6.93,0.21,43.70,17.46,1.22,1.23,1.71,1.83
1770.00,94.07,2.44,1.05,2.18,1.95,1.71,6.62,0.21,43.93,15.30,1.23,1.24,1.71,1.83
1772.00,94.04,2.58,1.05,2.18,1.95,1.72,6.87,0.21,43.75,17.00,1.22,1.23,1.72,1.83
1774.00,94.01,2.57,1.05,2.18,1.95,1.72,6.86,0.21,43.76,16.89,1.22,1.23,1.72,1.83
1776.00,93.97,2.45,1.05,2.18,1.95,1.72,6.65,0.21,43.92,15.45,1.23,1.24,1.72,1.83
1778.00,93.94,2.69,1.05,2.18,1.95,1.72,7.10,0.21,43.58,18.52,1.21,1.22,1.72,1.83
1780.00,93.91,2.45,1.05,2.18,1.95,1.72,6.66,0.21,43.92,15.43,1.23,1.24,1.72,1.83
1782.00,93.87,2.35,1.05,2.18,1.95,1.72,6.48,0.21,44.05,14.27,1.24,1.25,1.72,1.83
1784.00,93.84,2.36,1.05,2.18,1.95,1.72,6.52,0.21,44.02,14.48,1.24,1.25,1.72,1.83
1786.00,93.81,2.41,1.05,2.18,1.95,1.72,6.62,0.21,43.96,15.10,1.24,1.25,1.72,1.83
1788.00,93.77,2.55,1.05,2.18,1.95,1.72,6.88,0.21,43.77,16.81,1.22,1.23,1.72,1.83
1790.00,93.74,2.47,1.05,2.18,1.95,1.72,6.74,0.21,43.87,15.85,1.23,1.24,1.72,1.83
1792.00,93.71,2.37,1.05,2.18,1.95,1.72,6.57,0.21,44.00,14.68,1.24,1.25,1.72,1.83
1794.00,93.67,2.60,1.05,2.18,1.95,1.72,7.00,0.21,43.69,17.54,1.22,1.23,1.72,1.83
1796.00,93.64,2.63,1.05,2.18,1.95,1.72,7.05,0.21,43.65,17.87,1.22,1.23,1.72,1.83
1798.00,93.60,2.66,1.05,2.18,1.95,1.72,7.12,0.21,43.60,18.34,1.21,1.22,1.72,1.83
1800.00,93.57,2.63,1.05,2.19,1.95,1.72,7.09,0.21,43.63,18.04,1.22,1.23,1.72,1.83
1802.00,83.31,2.60,1.04,2.19,1.93,1.69,8.68,0.20,42.57,27.35,1.13,1.14,1.69,1.81
1804.00,83.05,2.68,1.04,2.19,1.93,1.69,8.91,0.20,42.37,29.08,1.11,1.12,1.69,1.81
1806.00,82.79,2.70,1.04,2.19,1.93,1.69,9.05,0.20,42.26,30.02,1.10,1.11,1.69,1.81
1808.00,82.53,2.68,1.04,2.19,1.93,1.69,9.04,0.20,42.28,29.84,1.10,1.11,1.69,1.81
1810.00,82.26,2.66,1.04,2.19,1.93,1.69,9.04,0.20,42.29,29.73,1.11,1.12,1.69,1.81
1812.00,81.99,2.67,1.04,2.19,1.93,1.69,9.13,0.20,42.22,30.34,1.10,1.11,1.69,1.81
1814.00,81.72,2.69,1.04,2.19,1.93,1.69,9.26,0.20,42.11,31.24,1.09,1.10,1.69,1.81
1816.00,81.45,2.68,1.04,2.19,1.93,1.69,9.29,0.20,42.10,31.35,1.09,1.10,1.69,1.81
1818.00,81.17,2.69,1.04,2.19,1.93,1.69,9.38,0.20,42.02,32.00,1.09,1.10,1.69,1.81
1820.00,80.90,2.72,1.04,2.19,1.93,1.69,9.51,0.20,41.91,32.94,1.08,1.09,1.69,1.81
1822.00,80.62,2.70,1.04,2.19,1.93,1.69,9.53,0.20,41.91,32.94,1.08,1.09,1.69,1.81
1824.00,80.33,2.71,1.04,2.19,1.93,1.69,9.63,0.20,41.82,33.63,1.07,1.08,1.69,1.81
1826.00,80.05,2.78,1.04,2.19,1.93,1.69,9.91,0.20,41.56,35.78,1.05,1.06,1.69,1.81
1828.00,79.76,2.56,1.04,2.19,1.93,1.69,9.36,0.20,42.12,31.18,1.09,1.10,1.69,1.81
1830.00,79.47,2.67,1.04,2.19,1.93,1.69,9.73,0.20,41.78,34.00,1.07,1.08,1.69,1.81
1832.00,79.17,2.61,1.04,2.19,1.93,1.69,9.64,0.20,41.88,33.14,1.08,1.09,1.69,1.81
1834.00,78.88,2.69,1.04,2.19,1.92,1.69,9.95,0.20,41.59,35.55,1.05,1.06,1.69,1.81
1836.00,78.58,2.72,1.04,2.19,1.92,1.69,10.11,0.20,41.44,36.76,1.04,1.05,1.69,1.81
1838.00,78.27,2.72,1.03,2.20,1.92,1.69,10.20,0.20,41.37,37.34,1.04,1.05,1.69,1.81
1840.00,77.97,2.77,1.03,2.20,1.92,1.69,10.42,0.20,41.16,39.03,1.02,1.03,1.69,1.81
1842.00,77.66,2.52,1.03,2.20,1.92,1.69,9.75,0.20,41.86,33.30,1.07,1.08,1.69,1.80
1844.00,77.35,2.62,1.03,2.20,1.92,1.68,10.14,0.20,41.49,36.33,1.05,1.06,1.68,1.80
1846.00,77.04,2.54,1.03,2.20,1.92,1.68,9.97,0.20,41.68,34.81,1.06,1.07,1.68,1.80
1848.00,76.73,2.67,1.03,2.20,1.92,1.68,10.47,0.20,41.19,38.79,1.03,1.04,1.68,1.80
1850.00,76.42,2.44,1.03,2.20,1.92,1.68,9.82,0.20,41.86,33.32,1.07,1.08,1.68,1.80
1852.00,76.10,2.70,1.03,2.20,1.92,1.68,10.73,0.20,40.95,40.68,1.01,1.02,1.68,1.80
1854.00,75.78,2.62,1.03,2.20,1.92,1.68,10.55,0.19,41.16,39.03,1.02,1.03,1.68,1.80
1856.00,75.47,2.56,1.03,2.20,1.92,1.68,10.46,0.19,41.27,38.10,1.03,1.04,1.68,1.80
1858.00,75.15,2.68,1.03,2.20,1.92,1.68,10.94,0.19,40.79,41.95,1.00,1.01,1.68,1.80
1860.00,74.83,2.65,1.03,2.20,1.92,1.68,10.92,0.19,40.83,41.62,1.00,1.01,1.68,1.80
1862.00,74.52,2.62,1.03,2.20,1.92,1.68,10.91,0.19,40.86,41.40,1.00,1.01,1.68,1.80
1864.00,74.20,2.55,1.03,2.20,1.92,1.68,10.78,0.19,41.02,40.13,1.01,1.02,1.68,1.80
1866.00,73.88,2.46,1.03,2.20,1.92,1.68,10.56,0.19,41.26,38.17,1.03,1.03,1.68,1.80
1868.00,73.57,2.59,1.03,2.20,1.92,1.68,11.10,0.19,40.71,42.55,0.99,0.99,1.68,1.80
1870.00,73.26,2.50,1.03,2.20,1.92,1.68,10.89,0.19,40.97,40.55,1.01,1.01,1.68,1.80
1872.00,72.94,2.54,1.03,2.20,1.92,1.68,11.12,0.19,40.74,42.32,0.99,0.99,1.68,1.80
1874.00,72.63,2.56,1.03,2.20,1.92,1.68,11.28,0.19,40.58,43.54,0.98,0.98,1.68,1.79
1876.00,72.33,2.58,1.03,2.20,1.92,1.67,11.46,0.19,40.41,44.89,0.97,0.97,1.67,1.79
1878.00,72.02,2.51,1.03,2.20,1.91,1.67,11.31,0.19,40.59,43.47,0.98,0.98,1.67,1.79
1880.00,71.72,2.38,1.03,2.20,1.91,1.67,10.91,0.19,41.03,40.02,1.01,1.01,1.67,1.79
1882.00,76.42,2.43,1.03,2.20,1.93,1.69,9.85,0.19,41.90,32.97,1.09,1.09,1.69,1.81
1884.00,76.13,2.58,1.03,2.20,1.93,1.69,10.42,0.19,41.36,37.44,1.05,1.05,1.69,1.81
1886.00,75.84,2.64,1.03,2.20,1.92,1.68,10.69,0.19,41.09,39.54,1.03,1.03,1.68,1.80
1888.00,75.55,2.57,1.03,2.21,1.92,1.68,10.53,0.19,41.28,38.07,1.04,1.04,1.68,1.80
1890.00,75.27,2.47,1.03,2.21,1.92,1.68,10.29,0.19,41.54,35.95,1.06,1.06,1.68,1.80
1892.00,74.99,2.54,1.03,2.21,1.92,1.68,10.61,0.19,41.24,38.40,1.04,1.04,1.68,1.80
1894.00,74.72,2.60,1.03,2.21,1.92,1.68,10.89,0.19,40.96,40.63,1.02,1.02,1.68,1.80
1896.00,74.45,2.59,1.03,2.21,1.92,1.68,10.92,0.19,40.94,40.72,1.02,1.02,1.68,1.80
1898.00,74.18,2.57,1.03,2.21,1.92,1.68,10.95,0.19,40.93,40.79,1.02,1.02,1.68,1.80
1900.00,73.92,2.59,1.03,2.21,1.92,1.68,11.07,0.19,40.82,41.72,1.01,1.01,1.68,1.80
1902.00,73.67,2.46,1.03,2.21,1.92,1.68,10.72,0.19,41.20,38.67,1.04,1.04,1.68,1.80
1904.00,73.42,2.63,1.03,2.21,1.92,1.68,11.37,0.19,40.53,43.96,0.99,0.99,1.68,1.80
1906.00,73.18,2.58,1.03,2.21,1.92,1.68,11.28,0.19,40.65,43.02,1.00,1.00,1.68,1.80
1908.00,72.94,2.65,1.03,2.21,1.92,1.68,11.62,0.19,40.29,45.79,0.97,0.97,1.68,1.80
1910.00,72.71,2.66,1.03,2.21,1.92,1.68,11.72,0.19,40.20,46.51,0.96,0.96,1.68,1.80
1912.00,72.49,2.64,1.03,2.21,1.92,1.68,11.71,0.19,40.22,46.31,0.97,0.97,1.68,1.80
1914.00,72.27,2.65,1.03,2.21,1.92,1.68,11.85,0.19,40.09,47.38,0.96,0.96,1.68,1.80
1916.00,72.05,2.62,1.03,2.21,1.92,1.68,11.79,0.19,40.18,46.68,0.96,0.96,1.68,1.80
1918.00,71.84,2.54,1.03,2.21,1.92,1.68,11.57,0.19,40.43,44.72,0.98,0.98,1.68,1.80
1920.00,71.64,2.49,1.03,2.21,1.92,1.68,11.47,0.19,40.56,43.77,0.99,0.99,1.68,1.80
1922.00,71.44,2.49,1.03,2.21,1.92,1.68,11.52,0.19,40.53,43.99,0.99,0.99,1.68,1.80
1924.00,71.25,2.48,1.03,2.21,1.92,1.68,11.55,0.19,40.50,44.19,0.99,0.99,1.68,1.80
1926.00,71.07,2.46,1.03,2.21,1.92,1.68,11.52,0.19,40.55,43.80,0.99,0.99,1.68,1.80
1928.00,70.89,2.46,1.03,2.21,1.92,1.67,11.58,0.19,40.50,44.19,0.99,0.99,1.67,1.79
1930.00,70.71,2.54,1.03,2.21,1.92,1.67,11.98,0.19,40.08,47.45,0.96,0.96,1.67,1.79
1932.00,70.54,2.51,1.03,2.21,1.92,1.67,11.92,0.19,40.15,46.86,0.96,0.96,1.67,1.79
1934.00,70.38,2.47,1.03,2.21,1.92,1.67,11.80,0.19,40.30,45.75,0.97,0.97,1.67,1.79
1936.00,70.22,2.56,1.03,2.21,1.92,1.67,12.20,0.19,39.86,49.05,0.94,0.94,1.67,1.79
1938.00,70.07,2.56,1.03,2.21,1.92,1.67,12.27,0.19,39.80,49.51,0.94,0.94,1.67,1.79
1940.00,69.92,2.51,1.03,2.21,1.92,1.67,12.13,0.19,39.97,48.24,0.95,0.95,1.67,1.79
1942.00,69.77,2.45,1.03,2.21,1.92,1.67,11.96,0.19,40.18,46.64,0.97,0.97,1.67,1.79
1944.00,69.63,2.36,1.03,2.21,1.92,1.67,11.65,0.19,40.53,43.99,0.99,0.99,1.67,1.79
1946.00,69.50,2.45,1.03,2.21,1.92,1.67,12.06,0.19,40.10,47.28,0.96,0.96,1.67,1.79
1948.00,69.37,2.51,1.03,2.22,1.92,1.67,12.34,0.19,39.79,49.59,0.94,0.94,1.67,1.79
1950.00,69.25,2.55,1.03,2.22,1.92,1.67,12.54,0.19,39.57,51.24,0.92,0.92,1.67,1.79
1952.00,69.13,2.59,1.03,2.22,1.92,1.67,12.74,0.19,39.35,52.84,0.91,0.91,1.67,1.79
1954.00,69.01,2.52,1.03,2.22,1.92,1.67,12.50,0.18,39.65,50.65,0.93,0.93,1.67,1.79
1956.00,68.90,2.63,1.03,2.22,1.92,1.67,13.00,0.18,39.06,54.96,0.89,0.89,1.67,1.79
1958.00,68.79,2.60,1.03,2.22,1.92,1.67,12.93,0.18,39.17,54.22,0.90,0.90,1.67,1.79
1960.00,68.69,2.62,1.03,2.22,1.92,1.67,13.04,0.18,39.05,55.05,0.89,0.89,1.67,1.79
1962.00,68.59,2.51,1.03,2.22,1.91,1.67,12.64,0.18,39.54,51.48,0.92,0.92,1.67,1.79
1964.00,68.49,2.67,1.03,2.22,1.91,1.67,13.37,0.18,38.68,57.73,0.86,0.86,1.67,1.79
1966.00,68.40,2.65,1.03,2.22,1.91,1.67,13.30,0.18,38.78,57.01,0.87,0.87,1.67,1.79
1968.00,68.31,2.62,1.03,2.22,1.91,1.67,13.22,0.18,38.88,56.27,0.88,0.88,1.67,1.79
1970.00,68.23,2.63,1.03,2.22,1.92,1.67,13.30,0.18,38.79,56.90,0.87,0.87,1.67,1.79
1972.00,68.14,2.44,1.03,2.22,1.92,1.67,12.54,0.18,39.71,50.18,0.94,0.94,1.67,1.79
1974.00,68.06,2.56,1.03,2.22,1.92,1.67,13.07,0.18,39.10,54.70,0.89,0.89,1.67,1.79
1976.00,67.99,2.66,1.03,2.22,1.92,1.67,13.54,0.18,38.54,58.72,0.85,0.85,1.67,1.79
1978.00,67.92,2.60,1.03,2.22,1.92,1.67,13.32,0.18,38.83,56.66,0.88,0.88,1.67,1.79
1980.00,67.85,2.66,1.03,2.22,1.92,1.67,13.60,0.18,38.49,59.07,0.85,0.85,1.67,1.79
1982.00,67.78,2.64,1.03,2.22,1.92,1.67,13.55,0.18,38.57,58.51,0.86,0.86,1.67,1.79
1984.00,67.71,2.59,1.03,2.22,1.92,1.67,13.35,0.18,38.83,56.67,0.88,0.88,1.67,1.79
1986.00,67.65,2.53,1.03,2.22,1.92,1.67,13.14,0.18,39.09,54.79,0.90,0.90,1.67,1.79
1988.00,67.59,2.36,1.03,2.22,1.92,1.67,12.45,0.18,39.89,48.86,0.95,0.95,1.67,1.79
1990.00,67.53,2.51,1.03,2.22,1.92,1.67,13.09,0.18,39.16,54.22,0.90,0.90,1.67,1.79
1992.00,67.48,2.33,1.03,2.22,1.92,1.67,12.37,0.18,40.00,48.06,0.96,0.96,1.67,1.79
1994.00,67.43,2.54,1.03,2.22,1.92,1.67,13.27,0.18,38.97,55.65,0.89,0.89,1.67,1.79
1996.00,67.38,2.63,1.03,2.22,1.92,1.67,13.71,0.18,38.44,59.43,0.85,0.85,1.67,1.79
1998.00,67.33,2.54,1.03,2.22,1.92,1.67,13.32,0.18,38.93,55.90,0.89,0.89,1.67,1.79
2000.00,67.28,2.68,1.03,2.22,1.92,1.67,13.97,0.18,38.13,61.58,0.83,0.83,1.67,1.79
2002.00,67.28,2.60,1.03,2.22,1.92,1.67,13.62,0.18,38.58,58.46,0.86,0.86,1.67,1.79
2004.00,67.28,2.52,1.03,2.23,1.92,1.67,13.28,0.18,39.00,55.39,0.90,0.90,1.67,1.79
2006.00,67.28,2.68,1.03,2.23,1.92,1.67,13.97,0.18,38.16,61.37,0.84,0.84,1.67,1.79
2008.00,67.28,2.69,1.03,2.23,1.92,1.67,14.05,0.18,38.06,62.05,0.83,0.83,1.67,1.79
2010.00,67.28,2.56,1.03,2.23,1.92,1.67,13.47,0.18,38.80,56.88,0.88,0.88,1.67,1.79
2012.00,67.28,2.63,1.03,2.23,1.92,1.67,13.80,0.18,38.39,59.73,0.86,0.86,1.67,1.79
2014.00,67.28,2.57,1.03,2.23,1.92,1.67,13.53,0.18,38.73,57.35,0.88,0.88,1.67,1.79
2016.00,67.28,2.62,1.03,2.23,1.92,1.67,13.74,0.18,38.48,59.13,0.86,0.86,1.67,1.79
2018.00,67.28,2.54,1.03,2.23,1.92,1.67,13.42,0.18,38.88,56.26,0.89,0.89,1.67,1.79
2020.00,67.28,2.02,1.03,2.23,1.92,1.67,11.13,0.18,41.35,37.50,1.06,1.06,1.67,1.79
2022.00,67.28,2.50,1.03,2.23,1.92,1.67,13.26,0.18,39.08,54.83,0.91,0.91,1.67,1.79
2024.00,67.28,2.28,1.03,2.23,1.92,1.67,12.27,0.18,40.21,46.44,0.99,0.99,1.67,1.79
2026.00,67.28,2.53,1.03,2.23,1.92,1.67,13.37,0.18,38.97,55.64,0.90,0.90,1.67,1.79
